IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV,
19,10,NS,135694,,,,,19,10,NS,135694,,,19,10,3,1,29,AM,12,0,0,0,0,,MACON,242.00,13,80,4,1,6,R,GM46,1,0,7,Y,CT50,1,26,2,TBOX,638239,9,Y,,,0,,3,0,0,0,0,0,0,0,0,0,11,0,4,0,0,4,0,0,0,0,5208,7465,H312,,0,0,0,0,H312,2,1,6,12673,,13C021,0,0,0,1,0,1,0,2,20,2,20,1,3,,CL,,,,132,,2019,0,0,0,0,0,0,BIBB,21,,,,N,OTH,000-000-000,NS TRAIN GM46 DERAILED WHILE PULLING CARS NORTH OUT OF TRACK CT50 ACCOUNT A MISMATCHED COUPLING BETW,EEN TBOX 638239 AND TBOX 661438.,,,,,,,,,,,,,,0,32.813658,-83.622785,2,5,K,,,BRUNSWICK,
19,11,CSX,186617,19,11,ATK,161976,19,11,CSX,186617,,637380W,19,11,13,8,27,AM,7,0,0,0,0,,HORTENSE,566.3,13,45,2,1,70,E,P097,2,0,2,Y,SINGLE MAIN TRACK,4,10.0,1,AMTK,167,1,N,,,0,,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,97,M302,,0,0,0,1,M302,1,4,70,33359,,13C025,0,0,0,0,0,0,0,,,,,1,3,,CL,,,,125,,2019,0,0,0,0,0,0,BRANTLEY,25,,,,Y,CWR,000-000-000,"AMTRAK TRAIN P09712 COLLIDED WITH A LOG TRUCK AT THE OTTER RD CROSSING IN HORTENSE, GA.  AMTRAK REPO",RTS $12754.70 IN DAMAGES.,,,,,,,,,,,,,,0,31.351273,-81.951645,1,1,,,,NAHUNTA,
19,9,CSX,185200,,,,,19,9,CSX,185200,,,19,9,6,12,5,PM,4,0,0,0,0,,SAVANNAH,496.0,13,90,2,1,6,R,Y192,1,0,7,Y,SE OF A31,1,0.0,2,KLRX,615053,16,Y,,,0,,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,1500,196,H310,,0,0,0,0,H310,2,1,6,24176,,13C051,0,0,0,1,0,1,0,5,5,5,5,1,3,,CL,,,,288,,2019,0,0,0,0,0,0,CHATHAM,51,,,,N,OTH,000-000-000,"Y19206 KICKED A SINGLE LOADED TANK CAR GATX 212841 INTO THE SOUTH END OF A31, WHERE 5 LOADS WERE ALR","EADY TIED DOWN CLEAR ON THE YELLOW TIE. THIS TANK CAR DID HIT THE CUT ALREADY THERE, BUT FAILED TO C",OUPLE. THE TANK THEN ROLLED BACK OUT TOWARD THE LADDER AND INTO THE SIDE OF KLRX 615053.,,,,,,,,,,,,,2,32.027718,-81.14885,2,5,,,,SAVANNAH,
19,9,CSX,185200,,,,,19,9,CSX,185200,,,19,9,6,12,5,PM,4,1,1,0,0,,SAVANNAH,496.0,13,90,2,1,1,E,,1,0,5,N,A31,1,0.0,2,GATX,212841,1,Y,,,0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,22480,0,H310,,0,0,0,0,H310,2,1,6,24176,,13C051,0,0,0,0,0,0,0,,,,,3,3,,CL,,,,288,,2019,0,0,0,0,0,0,CHATHAM,51,,,,N,OTH,000-000-000,"Y19206 KICKED A SINGLE LOADED TANK CAR GATX 212841 INTO THE SOUTH END OF A31, WHERE 5 LOADS WERE ALR","EADY TIED DOWN CLEAR ON THE YELLOW TIE. THIS TANK CAR DID HIT THE CUT ALREADY THERE, BUT FAILED TO C",OUPLE. THE TANK THEN ROLLED BACK OUT TOWARD THE LADDER AND INTO THE SIDE OF KLRX 615053.,,,,,,,,,,,,,0,32.027718,-81.14885,2,5,,,,SAVANNAH,
19,8,CSX,184789,,,,,19,8,CSX,184789,,,19,8,17,11,17,AM,12,0,0,0,0,,ATLANTA,575.0,13,93,2,1,5,R,,2,0,5,N,A & B MAIN,1,0.0,2,TTZX,864442,1,N,TTZX,864442,1,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,907,64,E08C,,0,0,0,0,E08C,2,1,5,26656,,13C121,0,0,0,0,0,0,0,,,,,1,3,,CL,,,,364,,2019,0,0,0,0,0,0,FULTON,121,0,0,,N,CWR,000-000-000,"Y10717 HAD PLACED 1 CAR IN H14 TTXZ 864441, TESTED BRAKE AT 1056. THEY WENT TO THE AB MAIN AND COUPL","ED INTO 74 CARS, KNOCKED 20 BRAKES OFF. 24 MINUTES LATER WHEN PULLING THE CUT SOUTH AT 1117, THE CAR",IN H14 ROLLED OUT HITTING THE SIDE OF THE CUT OF CARS DERAILING THE TTZX 864442 ON ITS SIDE. LAFX 6,0018 LOAD OF CEMENT AND ACFX 95833 LOAD OF WOOD PULP WERE RAKED.,,,,,,,,,,,,0,33.794105,-84.417335,2,5,,,,ATLANTA TERMINAL,
19,9,CSX,185071,,,,,19,9,CSX,185071,,,19,9,1,3,39,AM,1,0,0,0,0,,KENNESAW,28.2,13,70,4,2,27,R,Q143,2,6142,1,Y,#2 MAIN,3,1.0,1,DTTX,787258,1,Y,,,0,,2,0,0,0,0,0,0,0,0,0,44,0,0,0,0,2,0,0,0,0,14805,32475,M206,,0,0,0,0,M206,1,3,27,47280,,13C067,0,0,0,1,0,1,0,4,54,4,54,1,3,,CL,,,,271,,2019,0,0,0,0,0,0,COBB,67,,,,N,CWR,000-000-000,"Q14330, THIRD WELL CAR OF DTTX 787258 STRUCK THE OVERHEAD BRIDGE.  FOUND IBC CONNECTED UNDER BOTTOM",OF BOTTOM CONTAINER (CSXU 631600).  THIS CAUSED THE LEADING EDGE OF THE DOUBLE STACK IN THAT CAR TO,BE AN EXTRA 4.5 INCHES HIGHER THAT WAS IMPROPERLY LOADED BY INTERMODAL.,,,,,,,,,,,,,0,34.01792,-84.611173,1,1,,,,W AND A,
19,2,IAIS,2019011,,,,,19,2,IAIS,2019011,,607882B,19,2,20,7,54,AM,7,98,0,0,0,,ALTOONA,344.3,19,28,1,2,33,R,BICB,4,8118,1,Y,SINGLE MAIN TRACK,3,,1,IAIS,512,1,N,,,0,,2,0,0,0,0,0,0,0,0,0,22,0,129,0,0,0,0,0,0,0,24227,0,M308,,0,0,0,0,M308,1,3,33,24227,,19C153,0,0,0,1,0,1,0,4,9,4,9,1,6,,Cl,,,,179,,2019,0,0,0,0,0,0,POLK,153,,,,N,CWR,000-000-000,POLK COUNTY SNOW PLOW STOPPED ON A DIAGONAL CROSSING AND WAS STRUCK BY IAIS BICB-18.  THERE WERE STO,"P SIGNS ON THE CROSSBUCKS, BUT DRIVER DIDN'T STOP UNTIL HE WAS ON THE CROSSING.",,,,,,,,,,,,,,0,41.672572,-93.425809,2,2,P,,,NT,
19,2,IANR,WLD0213191,,,,,19,2,IANR,WLD0213191,,,19,2,13,12,1,AM,12,0,0,0,0,,WATERLOO,147.8,19,8,4,6,0,,XIAN,2,0,8,Y,MAIN,1,,2,IANR,3802,1,Y,,,0,,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19701,0,H525,H607,0,0,0,0,H525,2,1,7,35662,,19C013,0,0,0,1,0,1,0,2,,2,,3,6,,Cl,,,,344,,2019,0,0,0,0,0,0,BLACK HAWK,13,,,,N,OTH,000-000-000,THIS CREW WAS SITTING ON MAIN TRACK AT BRYANT YARD. WHILE SITTING STATIONARY ON THIS 4 LOCOMOTIVE CO,"NSIST, A NORTHBOUND LITE ENGINE CONSIST (7 LOCOMOTIVES) ATTEMPTING TO STOP INORDER TO ENTER THE SOUT","H NEW LEAD SWITCH, FAILED TO STOP DUE TO NO BRAKING EFFECT AND COLLIDED WITH THIS CONSIST. THIS CREW",DID NOTHING TO CONTRIBUTE TO THIS INCIDENT.,,,,,,,,,,,,0,42.465371,-92.314843,2,5,,,,WATERLOO,
19,10,UP,1019GL006,,,,,19,10,UP,1019GL006,,,19,10,7,11,50,AM,12,0,0,0,0,,EAGLE GROVE,1.05,19,60,2,1,2,E,YEG0,4,201,7,Y,YARD 007,1,,2,AGPX,16240,6,N,,,0,,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,728,33,H020,,0,0,0,0,H020,2,1,2,57585,,19C197,0,0,0,1,0,1,1,3,50,3,50,3,6,,CL,,,,214,,2019,0,0,0,0,0,0,WRIGHT,197,0,0,,N,CWR,000-000-000,"YEG01-07, WHILE SWITCHING CARS, FAILED TO APPLY SUFFICENT NUMBER OF HAND BRAKES ON TRACK #7, RESULTI","NG IN 5 EMPTY CARS ROLLING OUT OF THE TRACK, CAUSING DAMAGE TO TWO RAILCARS.  THERE WAS NO DERAILMEN",T OR INJURIES.,,,,,,,,,,,,,0,42.675265,-93.91461,2,5,K,,,EAGLE GROVE IND LD,
19,10,UP,1019GL006,,,,,19,10,UP,1019GL006,,,19,10,7,11,50,AM,12,0,0,0,0,,EAGLE GROVE,1.05,19,60,2,1,0,E,,,0,5,N,YARD 007,1,,2,TILX,362131,1,N,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56824,0,H020,,0,0,0,0,H020,2,1,2,57585,,19C197,0,0,0,0,0,0,0,,,,,1,6,,CL,,,,214,,2019,0,0,0,0,0,0,WRIGHT,197,0,0,,N,CWR,000-000-000,"YEG01-07, WHILE SWITCHING CARS, FAILED TO APPLY SUFFICENT NUMBER OF HAND BRAKES ON TRACK #7, RESULTI","NG IN 5 EMPTY CARS ROLLING OUT OF THE TRACK, CAUSING DAMAGE TO TWO RAILCARS.  THERE WAS NO DERAILMEN",T OR INJURIES.,,,,,,,,,,,,,0,42.675265,-93.91461,2,5,K,,,EAGLE GROVE IND LD,
19,8,CP,1001044886,19,8,UP,0819PR006,19,8,UP,0819PR006,,,19,8,8,11,5,AM,12,0,0,0,0,,NORTHLAKE,14.0,17,85,2,1,10,E,G410,1,2993,1,Y,TRACK 2,1,,2,DTTX,790841,39,Y,,,0,,2,0,0,0,0,0,0,0,0,0,15,0,20,0,0,4,0,0,0,0,32944,0,H318,,0,0,0,0,H318,2,1,10,50355,,17C031,0,0,0,1,0,1,0,6,5,6,5,2,4,,CL,,,,318,,2019,0,0,0,0,0,0,COOK,31,,,,N,OTH,000-000-000,CP TRAIN 641-08 WAS PULLING INTO UP PROVISO YARD WHEN THE TRAIN WENT INTO EMERGENCY. TRAIN CAME TO A,STOP DUE TO A UP FLAT SWITCHING ASSIGNMENT LETTING CAR GO THAT RAN INTO THE SIDE OF CP ASSIGNMENT G,41-08 RESULTING IN 4 CARS DERAILING. UP EQUIPMENT DAMAGE $7023 & TRACK DAMAGE $10388. UP RESPONSIBLE,FOR FORM 78 & 81.,,,,,,,,,,,,0,41.899843,-87.907786,2,5,,,,PROVISO YARD,
19,2,NS,132834,,,,,19,2,NS,132834,,,19,2,13,6,15,PM,1,4,0,0,0,,CHICAGO,C010.0,17,25,3,1,3,R,233L,4,3259,1,Y,LY11,1,0,2,BNSF,253649,13,Y,,,0,,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,14186,39581,T217,,0,0,0,0,T217,2,1,3,53767,,17C031,0,0,0,1,0,1,0,3,,3,,1,4,,CL,,,,183,,2019,0,0,0,0,0,0,COOK,31,,,,N,OTH,000-000-000,BS31 YARDING ROAD TRAIN 233L411 DERAILED THE 10TH-12TH HEAD CARS WHEN PULLING THROUGH TRACK LY11 AS,THE WHEELS TRAVERSED OVER A MISMATCHED JOINT IN THE BODY OF TRACK LY11. NO INJURIS.,,,,,,,,,,,,,,0,0,0,2,5,K,,,DEARBORN,
19,8,UP,0819MA006,,,,,19,8,ALS,20190803,,,19,8,3,2,53,AM,1,5,1,0,0,,EAST ST LOUIS,4.0,17,70,4,1,3,E,AASN,3,7434,1,Y,YARD 201,1,,2,KYLE,479280,88,N,,,0,,3,0,0,0,0,0,0,0,0,0,70,0,46,0,0,0,0,11,0,0,25086,0,H525,,0,0,0,0,H525,2,1,3,25185,,17C163,0,0,0,1,0,1,0,3,23,3,23,1,6,,CL,,,,441,,2019,0,0,0,0,0,0,ST CLAIR,163,0,0,,N,OTH,000-000-000,THE AASNP-02 WAS BUILDING THEIR TRAIN WHEN THEY HAD PULLED OUT 7762 FT OF TRAIN OUT OF TRACK 6-27 AN,D THEN WENT TO SHOVE BACK INTO TRACK 28 TO PICK UP THE REMAINDER. UTILITY MAN WAS WATCHING SHOVE AND,"COUNTING CARS DOWN TO A STOP, WHEN THE ENGINEER FAILED TO USE PROPER TRAIN HANDLING, ONLY APPLYING","THE INDEPENDENT BRAKES, RESULTING IN A STRING-LINE DERAILMENT OF 11 CARS, WITH 9 ON THEIR SIDE. *A&S",MAINTAINS TRACK. A&S TRACK DAMAGE = $99*,,,,,,,,,,,0,38.586133,-90.132147,2,5,K,,,SYSTEM,
19,8,UP,0819MA003,,,,,19,8,TRRA,19016,,,19,8,2,7,31,AM,1,38,0,0,0,,VENICE,,17,76,2,1,3,R,MNLT,4,11204,1,Y,YARD 011,1,,2,FTTX,961443,76,N,,,0,,3,0,0,0,0,0,0,0,0,0,92,0,8,0,0,1,0,0,0,0,5305,0,T111,,0,0,0,0,T111,2,1,3,11377,,17C119,0,0,0,1,0,1,0,10,1,10,1,1,6,,CL,,,,296,,2019,0,0,0,0,0,0,MADISON,119,0,0,,N,CWR,000-000-000,THE MNLTR-01 WSA YARDING THEIR TRAIN INTO THE TRRA YARD IN TRACK TWO. CONDUCTOR MADE THE CUT AND PUL,"LED TRAIN AHEAD. AFTER TRAVELING TWO CAR LENGTHS, THE TRAIN WENT INTO EMERGENCY. CONDUCTOR FOUND CAR","FTTX961443 DERAILED. CAUSE WAS DUE TO WIDE GAGE. TRRA MAINTAINS TRACK. TRRA TRACK COST = $6,072",,,,,,,,,,,,,0,38.665415,-90.162916,2,5,,,,ILLINOIS TRANSFER,
