incdtno,year,month,day,timehr,timemin,ampm,type,state,temp,visiblty,weather,trnspd,tons,loadf1,emptyf1,cause,acctrk,acctrkcl,enghr,cdtrhr,cntycd
141234,21,4,13,1,9,PM,4,39,55,2,1.0,2,0,1,0,H,2,1,6,3,43
141234,21,4,13,1,9,PM,4,39,55,2,1.0,0,0,0,1,H,2,1,3,3,43
141332,21,4,23,9,37,PM,1,39,43,4,1.0,8,16233,112,69,E,1,4,8,8,95
197144,21,4,21,8,35,PM,1,39,39,3,1.0,7,13269,99,18,T,2,1,1,1,173
196889,21,4,8,1,5,PM,1,39,75,2,2.0,9,0,27,18,H,2,1,5,5,35
141482,21,5,8,1,40,AM,4,39,41,4,3.0,4,0,6,37,M,2,1,1,3,77
196275,21,3,13,9,20,AM,1,39,40,2,1.0,6,4460,30,117,M,4,1,11,11,159
198712,21,7,6,11,15,PM,1,39,78,4,2.0,9,3394,21,32,H,1,1,8,8,61
198760,21,7,10,5,15,PM,1,39,72,3,1.0,2,19468,150,0,E,1,2,6,6,47
198642,21,7,3,11,38,AM,4,39,74,2,2.0,2,11228,63,98,H,2,1,8,8,3
198642,21,7,3,11,38,AM,4,39,74,2,2.0,2,0,0,0,H,2,1,3,3,3
SERA202112,21,11,12,3,15,PM,1,6,65,2,1.0,8,556,2,5,T,1,1,9,9,109
1021NC013,21,10,10,4,15,AM,12,6,55,1,1.0,4,0,0,0,H,2,1,11,9,29
1021NC013,21,10,10,4,15,AM,12,6,55,1,1.0,5,0,0,0,H,2,1,2,3,29
0821LA055,21,8,31,9,20,AM,1,6,65,2,2.0,5,1747,27,0,H,2,1,5,5,37
CA0821110,21,8,21,8,0,AM,1,6,72,1,1.0,0,0,0,0,H,2,1,3,3,77
0721NC024,21,7,16,1,23,PM,1,6,58,2,1.0,5,1280,16,0,M,4,1,6,5,95
20210817A,21,8,17,4,35,PM,7,6,70,2,1.0,74,0,0,0,M,1,4,2,2,81
1121LA046,21,11,24,12,21,PM,1,6,70,2,1.0,10,4000,1,0,H,2,1,5,5,37
0421LA032,21,4,16,3,40,AM,1,6,56,4,1.0,10,5134,88,0,H,2,1,7,7,37
0921LA046,21,9,30,12,45,AM,1,6,57,4,1.0,0,0,0,0,H,1,5,3,3,29
168130,21,8,20,2,24,PM,7,6,0,2,1.0,60,0,0,0,M,1,4,4,4,13
1121LA042,21,11,22,10,45,PM,1,6,70,4,1.0,3,12817,96,27,H,2,1,5,3,71
140570,21,2,11,3,20,AM,1,39,16,4,6.0,5,0,35,9,M,2,1,3,3,77
140920,21,3,13,4,0,PM,1,39,72,3,1.0,5,7421,47,51,H,2,1,5,5,113
140891,21,3,11,7,0,AM,5,39,63,1,1.0,0,0,2,2,H,2,1,3,3,61
140891,21,3,11,7,0,AM,5,39,63,1,1.0,4,0,29,1,H,2,1,3,3,61
210011,21,1,29,6,40,PM,3,39,21,4,1.0,0,2790,0,93,H,1,2,3,3,151
210011,21,1,29,6,40,PM,2,39,21,4,1.0,13,35,0,1,H,1,2,11,3,151
199508,21,8,16,6,51,PM,7,39,83,3,1.0,27,4820,34,49,M,1,3,7,7,137
199472,21,8,12,9,32,PM,12,39,81,4,2.0,2,0,1,0,H,4,1,3,3,35
199472,21,8,12,9,32,PM,12,39,81,4,2.0,2,0,6,0,H,4,1,3,3,35
142682,21,8,28,2,35,AM,7,39,80,4,1.0,53,7749,34,115,M,1,4,4,4,147
210055,21,8,23,2,30,PM,5,39,85,2,1.0,8,4025,0,17,H,2,2,7,7,151
210053NL,21,8,13,8,55,AM,4,39,80,2,1.0,9,2500,0,82,H,2,2,1,1,175
199176,21,7,30,11,39,AM,3,39,75,2,1.0,22,0,0,1,H,1,4,2,3,149
199176,21,7,30,11,39,AM,3,39,75,2,1.0,0,10860,42,88,H,1,4,5,5,149
198545,21,6,30,6,20,AM,1,39,80,2,1.0,7,0,4,0,T,2,1,7,7,35
202019,21,12,22,10,13,PM,1,39,26,4,1.0,3,5779,74,80,H,2,1,6,6,37
202036,21,12,23,10,22,PM,1,39,36,4,2.0,7,428,3,1,T,4,1,2,2,93
142418,21,8,2,9,44,AM,12,39,75,2,1.0,4,0,31,8,H,2,2,1,3,77
197988,21,6,2,2,0,AM,12,39,63,4,3.0,13,0,2,0,M,2,1,3,3,61
142116,21,7,7,2,40,AM,12,1,72,4,3.0,3,0,2,40,M,2,1,5,3,73
202045,21,12,23,6,30,PM,11,1,50,3,1.0,50,6360,31,54,M,1,4,9,9,87
D20211022A,21,10,22,1,20,AM,1,1,67,4,4.0,5,5577,39,7,T,2,1,10,10,97
CUO754521R,21,4,18,11,20,PM,1,39,45,4,3.0,7,1650,0,54,E,4,1,2,2,81
197208,21,4,24,10,45,PM,4,39,45,4,2.0,2,0,1,0,H,2,1,3,3,61
197208,21,4,24,10,45,PM,4,39,45,4,2.0,5,0,0,2,H,2,1,7,7,61
197251,21,4,27,3,5,AM,12,39,50,4,2.0,4,0,10,0,H,2,1,3,3,173
210031,21,4,17,2,39,AM,1,39,35,4,1.0,2,3049,0,118,H,2,2,12,12,175
141499,21,5,10,2,16,AM,13,39,36,4,2.0,5,3972,41,71,H,2,1,4,4,35
210053NL,21,8,13,8,55,AM,4,39,80,2,1.0,12,0,16,0,H,2,2,3,3,175
210059,21,8,27,9,30,PM,1,39,90,2,1.0,5,6000,50,0,M,4,2,14,14,67
CUO757121R,21,4,22,5,40,AM,1,39,33,1,1.0,4,0,12,0,E,4,1,8,8,81
142250,21,7,18,7,40,PM,12,39,76,3,1.0,3,0,35,8,M,2,1,5,3,77
141976,21,6,23,11,35,PM,12,39,55,4,1.0,0,0,4,39,H,2,1,3,3,145
141976,21,6,23,11,35,PM,12,39,55,4,1.0,9,0,0,50,H,2,1,9,9,145
198066,21,6,7,8,40,AM,12,39,78,2,3.0,19,0,1,0,M,2,1,3,3,61
198103,21,6,8,11,55,AM,1,39,82,2,1.0,6,15259,126,6,M,2,1,4,4,35
141840,21,6,9,5,10,PM,5,39,82,3,3.0,0,0,9,19,H,2,1,3,3,61
141840,21,6,9,5,10,PM,5,39,82,3,3.0,6,0,0,0,H,2,1,1,1,61
196697,21,3,30,12,0,PM,7,39,60,2,1.0,40,19596,133,55,M,1,4,9,9,93
141482,21,5,8,1,40,AM,4,39,41,4,3.0,2,0,1,0,M,2,1,3,3,77
196017,21,3,1,7,31,AM,1,13,65,2,1.0,10,8588,49,62,T,2,1,1,1,245
IOR826021O,21,7,10,5,15,PM,1,39,72,2,1.0,0,0,0,0,E,1,2,3,3,47
IOR837721D,21,7,23,12,45,AM,1,39,64,4,1.0,7,12299,87,0,T,1,1,7,7,47
OSR824521D,21,7,7,7,50,PM,1,39,85,3,2.0,10,9000,70,0,M,1,1,1,1,119
CIN838521O,21,6,18,8,0,PM,1,39,73,2,2.0,0,0,0,0,M,1,2,3,3,61
CUO814821D,21,6,27,6,0,PM,1,39,85,2,1.0,6,10038,76,0,M,1,1,10,10,89
IOR807321D,21,6,18,8,0,PM,1,39,73,2,2.0,9,8562,60,0,M,1,2,6,6,61
198066,21,6,7,8,40,AM,12,39,78,2,3.0,18,0,1,0,M,2,1,3,3,61
140303,21,1,18,6,45,PM,7,39,32,3,1.0,13,0,0,0,M,1,4,2,2,95
194745,21,1,1,7,35,PM,1,39,48,4,2.0,5,0,72,16,M,2,1,3,3,49
140204,21,1,8,4,30,AM,1,39,24,1,1.0,5,0,0,54,T,2,1,3,3,147
140249,21,1,13,6,45,PM,1,39,34,3,1.0,5,0,9,36,H,2,1,3,3,151
140252,21,1,14,7,8,AM,1,39,40,1,1.0,4,11678,75,70,T,2,1,1,1,81
195583,21,2,8,4,59,AM,1,39,16,1,2.0,8,2826,39,0,T,2,1,9,9,173
NSR212877,21,1,13,8,45,AM,1,39,40,2,1.0,6,950,5,10,M,2,1,1,1,35
195431,21,2,1,1,50,AM,3,39,25,4,6.0,7,0,0,1,H,2,1,2,3,173
195431,21,2,1,1,50,AM,3,39,25,4,6.0,4,0,1,0,H,2,1,3,3,173
195441,21,2,3,2,54,AM,1,39,24,4,1.0,10,0,19,18,M,2,1,4,3,61
195583,21,2,8,4,59,AM,1,39,16,1,2.0,0,0,0,65,T,2,1,3,3,173
195693,21,2,14,8,40,AM,1,39,21,2,6.0,6,11598,79,32,E,2,1,1,1,61
195310,21,1,26,1,22,PM,1,39,41,2,2.0,2,11803,87,46,H,4,1,5,5,17
140147,21,1,3,3,7,AM,1,39,34,4,3.0,0,0,78,6,H,2,2,3,3,43
195204,21,1,24,1,20,AM,1,39,32,4,1.0,10,0,51,57,S,2,1,1,3,61
140535,21,2,8,2,45,PM,12,39,40,2,1.0,0,0,1,0,H,2,1,3,3,145
140535,21,2,8,2,45,PM,12,39,40,2,1.0,3,0,1,0,H,2,1,7,7,145
PR0921105,21,9,25,6,57,AM,1,31,42,1,1.0,31,20306,143,0,T,3,3,5,5,123
MT0921102,21,9,4,8,13,PM,1,30,65,3,1.0,7,15338,106,41,H,2,1,5,5,13
MT0921104,21,9,25,3,47,PM,1,30,78,2,1.0,0,0,0,0,M,1,4,3,3,51
0221MA015,21,2,6,7,0,AM,12,5,40,1,2.0,0,2146,1,1,M,2,1,8,8,119
0221MA015,21,2,6,7,0,AM,12,5,40,1,2.0,4,332,0,7,M,2,1,3,3,119
HL1021116,21,10,21,10,25,AM,1,5,75,2,1.0,3,363,3,0,H,4,1,5,5,31
LRW888621,21,12,17,11,5,AM,1,5,65,2,2.0,9,1040,10,1,T,3,1,3,4,119
1021NC028,21,10,18,10,30,AM,1,6,51,2,1.0,9,4353,32,3,T,2,1,8,8,1
169237,21,12,9,7,20,AM,7,6,45,2,1.0,70,0,0,0,M,1,5,2,2,1
AM110521,21,11,5,1,15,PM,1,5,65,2,3.0,2,65,26,2,M,1,2,5,5,131
1021MA004,21,10,4,2,40,PM,7,5,77,2,1.0,46,11672,57,144,M,1,4,5,3,37
1221GC013,21,12,17,12,1,AM,12,22,67,4,2.0,5,48,0,1,M,2,1,3,3,47
1221GC013,21,12,17,12,1,AM,12,22,67,4,2.0,4,72,0,1,M,2,1,1,3,47
1021MA014,21,10,12,10,0,AM,1,5,74,2,1.0,7,9800,0,97,M,2,1,2,3,69
1021MA033,21,10,15,5,37,AM,13,5,69,1,2.0,10,6696,48,13,M,2,1,5,3,119
1021MA039,21,10,23,11,25,AM,12,5,73,2,2.0,3,259,0,5,S,2,1,4,4,119
1021MA039,21,10,23,11,25,AM,12,5,73,2,2.0,3,48,0,1,S,2,1,3,3,119
PHL000023,21,8,14,12,49,PM,1,6,82,2,1.0,0,0,0,0,H,1,2,3,3,37
CA0121110,21,1,16,1,30,PM,12,6,65,2,1.0,8,164,0,0,M,2,1,3,6,71
CA0821104,21,8,14,12,49,PM,1,6,75,2,1.0,8,7125,48,0,H,1,2,5,5,37
4607,21,7,7,4,30,AM,1,6,68,4,4.0,0,0,0,0,T,2,1,3,3,37
0221RM028,21,2,20,3,52,PM,1,49,36,2,2.0,47,18689,138,18,E,1,5,8,8,27
0221RM032,21,2,25,4,2,PM,1,49,37,2,2.0,10,10979,58,122,M,2,1,8,3,57
0221RM024,21,2,17,2,23,PM,13,49,29,2,2.0,1,2942,21,15,H,3,2,5,5,27
195996,21,2,28,3,18,PM,1,39,57,3,2.0,8,0,33,23,H,2,1,7,7,77
0721MA040,21,7,29,11,59,AM,12,5,89,2,1.0,5,420,2,2,H,2,1,5,5,103
1121MA008,21,11,5,1,38,PM,1,5,54,2,1.0,4,518,2,1,T,4,1,6,6,69
0821MA014,21,8,5,8,0,AM,13,5,71,2,1.0,0,48,0,1,M,2,1,3,3,69
1074278,21,6,20,6,22,PM,1,18,80,2,1.0,0,2324,1,30,H,2,1,3,3,89
1091131,21,12,26,5,45,AM,1,18,27,4,1.0,4,0,0,0,H,2,1,6,6,89
196234,21,3,11,3,25,AM,4,18,50,4,1.0,3,0,18,22,H,2,1,4,4,97
196234,21,3,11,3,25,AM,4,18,50,4,1.0,7,0,0,0,H,2,1,9,3,97
141404,21,4,30,6,18,AM,7,18,52,1,1.0,29,1061,4,11,M,1,3,6,6,95
141197,21,4,10,6,45,AM,1,18,57,1,1.0,0,2089,17,26,T,2,2,8,8,69
141197,21,4,10,6,45,AM,1,18,57,1,1.0,11,12372,78,68,T,2,2,7,7,69
1059266,21,1,20,2,12,AM,4,18,15,4,1.0,10,8356,47,70,E,2,1,7,3,89
1058574,21,1,11,4,55,PM,4,18,27,4,1.0,2,0,0,0,H,2,1,10,10,89
1058574,21,1,11,4,55,PM,4,18,27,4,1.0,5,11823,61,71,H,2,1,2,2,89
KS1221118,21,12,30,4,54,PM,1,20,50,2,1.0,4,1265,10,5,M,2,1,10,10,209
210815001,21,8,15,7,15,PM,1,20,75,3,3.0,0,1590,0,53,M,3,2,3,3,159
210619002,21,6,19,1,0,PM,1,20,103,2,1.0,4,7584,58,0,T,4,1,6,6,173
211130002,21,11,30,9,30,AM,12,20,50,2,1.0,0,1125,9,0,H,4,1,3,3,169
211130002,21,11,30,9,30,AM,12,20,50,2,1.0,3,3020,23,1,H,4,1,3,3,169
KS1221112,21,12,14,6,17,PM,1,20,65,3,1.0,7,3443,19,41,M,2,1,3,3,209
0721HL009,21,7,14,9,50,AM,1,20,77,2,2.0,1,2441,18,0,E,2,1,2,2,41
1121HL003,21,11,9,12,45,PM,1,20,68,2,2.0,2,9099,54,87,H,1,3,1,2,125
1121HL007,21,11,14,8,11,AM,12,20,39,2,1.0,3,5840,51,22,H,2,1,8,8,99
1121HL008,21,11,15,12,1,AM,1,20,46,4,1.0,4,3022,24,4,T,2,1,1,1,177
1121HL007,21,11,14,8,11,AM,12,20,39,2,1.0,5,8663,58,40,H,2,1,2,2,99
UP210730,21,7,30,12,49,PM,1,20,96,2,1.0,0,0,0,0,H,1,1,3,3,209
CVR000008,21,10,30,3,0,PM,1,20,45,2,1.0,10,13400,116,0,T,1,1,8,8,69
1221HL014,21,12,16,6,40,AM,12,20,33,1,1.0,4,4164,45,7,M,2,1,7,3,209
1021GC019,21,10,10,3,46,PM,7,22,84,2,2.0,40,13739,95,42,M,1,3,3,3,79
1087731,21,11,8,7,0,PM,1,22,58,2,1.0,4,2380,21,10,H,2,1,1,1,51
1087731,21,11,8,7,0,PM,1,22,58,2,1.0,0,0,0,1,H,2,1,3,3,51
1086933,21,10,30,8,30,AM,1,22,63,2,2.0,4,12273,91,4,H,2,1,11,11,95
1021MA029,21,10,18,1,55,PM,1,22,75,2,1.0,6,1100,1,7,T,2,1,6,3,17
169149,21,12,1,3,38,PM,7,22,68,2,1.0,78,0,0,0,M,1,4,12,12,105
1089457,21,12,1,3,38,PM,7,22,68,2,1.0,0,0,0,0,M,1,4,3,3,105
1090954,21,12,21,7,50,AM,1,22,53,2,2.0,4,2341,12,16,T,2,1,10,10,33
0421GC027,21,4,20,2,0,AM,12,22,63,4,1.0,0,150,0,1,H,2,1,3,3,51
0221GC034,21,2,21,12,15,AM,1,22,42,4,1.0,3,5321,34,29,M,2,1,1,3,77
OP041821,21,4,18,11,55,AM,1,22,70,2,1.0,2,9422,70,0,T,1,1,10,10,75
21041201,21,4,12,2,30,PM,1,22,85,2,1.0,7,5900,26,78,E,2,1,3,8,17
LDR789621,21,6,2,10,30,PM,1,22,85,4,1.0,10,1400,2,43,T,2,1,10,10,55
0421GC025,21,4,16,6,57,AM,1,22,72,1,1.0,4,9236,81,19,T,2,1,7,3,71
142228,21,7,16,2,50,PM,4,22,85,2,2.0,8,0,19,9,H,2,1,3,5,71
0621GC003,21,6,8,11,54,AM,1,22,87,2,2.0,2,3439,25,5,E,2,1,4,3,51
0621GC016,21,6,15,9,24,PM,12,22,80,4,2.0,2,128,1,0,S,2,1,6,3,77
0621GC016,21,6,15,9,24,PM,12,22,80,4,2.0,5,6235,48,9,S,2,1,6,3,77
MC211020B,21,10,20,12,17,PM,13,25,66,2,1.0,0,0,1,0,M,1,1,5,3,5
NEC873521A,21,9,7,3,0,PM,11,25,78,2,1.0,13,3250,23,13,E,1,2,10,10,13
167860,21,7,27,4,31,AM,1,25,70,4,1.0,5,0,0,0,H,2,1,3,3,13
YR202130,21,4,22,8,35,PM,1,25,0,3,1.0,0,0,0,0,E,2,1,3,3,17
YR202132,21,5,8,5,20,AM,11,25,45,1,2.0,0,0,0,0,E,4,1,3,3,17
195824,21,2,21,6,28,PM,1,24,30,3,1.0,10,0,80,29,M,2,1,2,2,1
0321GL014,21,3,13,7,50,PM,1,27,51,3,2.0,3,4497,24,36,H,2,1,4,4,139
TC0321109,21,3,18,10,14,PM,13,27,40,4,1.0,40,22628,180,0,E,1,4,7,7,137
TC0321107,21,3,10,3,37,PM,1,27,30,2,1.0,34,2261,1,63,T,1,3,3,3,119
TCW021021A,21,2,10,4,0,PM,12,27,0,2,1.0,10,520,8,0,H,4,1,9,9,23
TC0221107,21,2,8,8,13,PM,1,27,-10,3,1.0,34,1947,14,0,T,1,3,6,6,119
TC0221112,21,2,24,12,30,AM,1,27,25,4,1.0,4,16445,115,0,T,4,1,8,8,151
TC0221102,21,2,4,8,34,PM,1,27,8,3,1.0,6,919,3,14,H,2,1,3,5,67
NYA000023,21,5,24,11,30,AM,5,36,63,2,2.0,10,1069,1,4,E,1,4,4,4,103
74933,21,6,4,6,40,AM,12,36,67,2,2.0,0,0,0,0,H,2,1,3,3,119
210921001,21,9,21,9,15,AM,9,36,65,2,1.0,7,0,0,1,H,1,2,2,3,109
75638,21,9,29,12,1,AM,1,36,57,4,2.0,7,0,0,0,H,2,1,1,1,81
210921001,21,9,21,9,15,AM,9,36,65,2,1.0,0,0,0,1,H,1,2,2,3,109
75012,21,6,17,2,41,PM,9,36,74,2,1.0,40,0,0,1,H,1,4,7,3,103
167204,21,5,29,7,31,AM,9,36,50,2,3.0,47,0,0,0,M,1,3,1,1,5
NYA000022,21,5,11,11,10,PM,1,36,56,4,1.0,9,3060,20,18,T,1,2,5,5,81
12082021,21,12,8,12,27,PM,1,36,32,2,2.0,4,396,3,0,T,4,1,1,1,99
167591,21,7,2,11,50,PM,1,36,60,4,3.0,3,0,0,0,E,2,1,4,4,81
75627,21,9,27,7,50,PM,12,36,71,4,2.0,1,0,0,0,M,2,1,9,9,119
75627,21,9,27,7,50,PM,12,36,71,4,2.0,0,0,0,0,M,2,1,3,3,119
75516,21,9,1,11,50,PM,9,36,65,4,3.0,40,0,0,0,M,1,4,8,8,103
75525,21,9,10,5,10,PM,1,36,65,2,1.0,7,0,0,0,H,2,1,4,3,81
75572,21,9,2,4,57,AM,9,36,62,4,2.0,40,0,0,0,M,1,3,1,1,103
199782,21,8,29,11,28,AM,1,36,68,2,1.0,3,0,101,61,M,2,1,3,3,1
21092801D,21,9,28,12,30,PM,1,36,68,2,1.0,10,225,0,8,M,2,1,11,11,43
199102,21,7,27,11,0,PM,1,36,66,4,1.0,2,0,19,12,T,2,1,7,3,1
142587,21,8,18,9,25,PM,1,36,72,4,3.0,39,0,10,50,T,1,4,6,6,101
142911,21,9,22,12,57,AM,7,39,72,4,3.0,55,29,47,1,M,1,5,7,7,51
168692,21,10,15,7,5,PM,7,40,70,3,1.0,69,0,0,0,M,1,4,2,2,85
21122202,21,12,22,2,14,PM,7,40,60,2,1.0,40,7443,38,62,M,1,4,9,9,79
RD1221111,21,12,15,1,20,PM,1,40,73,2,1.0,32,5155,25,22,M,1,5,2,2,3
RD0421108,21,4,19,11,35,AM,1,40,60,2,1.0,8,0,0,0,T,4,1,3,3,95
RD1021104,21,10,7,6,0,AM,4,40,65,1,1.0,5,4697,28,49,H,2,1,6,6,143
RD0221118,21,2,20,12,27,AM,1,40,10,4,1.0,6,4760,31,49,S,2,1,8,8,143
210118003,21,1,18,8,30,AM,1,40,55,2,1.0,0,0,0,0,H,2,1,3,3,109
RD0121102,21,1,3,10,10,PM,1,40,39,4,1.0,10,7586,37,85,T,1,4,10,10,143
RD0621106,21,6,6,8,45,PM,1,40,74,3,1.0,5,2226,17,1,E,2,1,12,12,143
KS0621109,21,6,16,6,30,PM,1,40,102,3,1.0,7,1159,8,7,T,2,1,6,6,151
210717003,21,7,17,1,0,AM,1,40,75,4,1.0,10,3560,23,19,T,2,1,7,7,109
RD0521106,21,5,7,7,15,AM,1,40,75,1,1.0,5,2620,0,81,T,4,1,9,9,99
HL0421126,21,4,21,5,1,PM,1,40,50,3,1.0,3,1172,9,0,T,2,1,3,3,131
210311001,21,3,11,12,30,PM,11,40,50,2,3.0,10,263,0,0,M,1,2,7,7,15
RD1021104,21,10,7,6,0,AM,4,40,65,1,1.0,2,2277,15,19,H,2,1,7,6,143
0721TO004,21,7,4,9,40,AM,12,40,74,2,2.0,5,5026,7,65,E,2,1,1,3,101
0721TO004,21,7,4,9,40,AM,12,40,74,2,2.0,8,6233,21,77,E,2,1,4,4,101
1021HL018,21,10,12,4,0,PM,13,40,75,2,1.0,0,48,0,1,H,1,5,3,3,105
RD1021205,21,10,15,7,5,PM,7,40,70,3,1.0,0,0,0,0,M,1,4,3,3,85
RD0721208,21,7,21,10,50,AM,7,40,82,2,1.0,25,4745,6,141,M,1,3,4,4,123
210916002,21,9,16,8,30,AM,13,40,85,2,1.0,4,30,0,1,H,4,1,4,4,31
0721HL008,21,7,13,9,17,PM,1,40,82,4,1.0,43,19162,136,0,E,1,5,3,3,35
RD0221105,21,2,6,2,55,PM,1,40,34,2,2.0,9,3798,27,11,T,2,1,7,7,109
RD0221110,21,2,9,4,45,PM,1,40,18,2,2.0,4,4774,31,32,T,2,1,3,2,27
0121TO035,21,1,30,6,0,AM,1,40,47,1,3.0,6,1681,6,45,H,2,1,2,2,101
0221HL006,21,2,8,4,0,PM,7,40,19,2,2.0,45,3294,0,106,M,1,4,2,2,73
11821,21,1,18,8,30,AM,1,40,55,2,1.0,5,0,0,0,H,2,1,1,1,109
211028,21,10,28,12,25,AM,1,40,52,4,3.0,5,13248,97,20,T,2,2,6,6,143
0521PN027,21,5,29,5,5,PM,1,41,77,2,1.0,4,9964,58,78,H,2,1,9,3,51
1121PN006,21,11,6,12,15,AM,1,41,36,4,2.0,20,14100,99,0,E,1,6,8,4,59
168341,21,9,12,9,27,PM,9,41,65,4,2.0,57,0,0,0,M,1,4,2,2,47
1121PN015,21,11,12,11,37,PM,1,41,58,4,2.0,10,10587,78,68,T,1,1,3,3,51
NW1121105,21,11,3,4,25,PM,1,41,50,2,3.0,8,0,0,0,H,2,1,1,1,51
0421PN029,21,4,21,10,47,PM,12,41,61,4,1.0,4,178,0,5,H,2,1,7,3,59
0421PN029,21,4,21,10,47,PM,12,41,61,4,1.0,4,1168,15,0,H,2,1,7,3,59
0221PN004,21,2,6,12,26,PM,12,41,42,2,2.0,0,1,0,51,H,2,1,3,3,51
0221PN004,21,2,6,12,26,PM,12,41,42,2,2.0,7,742,7,1,H,2,1,4,3,51
0221PN020,21,2,16,8,5,AM,7,41,40,2,2.0,35,4517,26,41,M,1,3,9,9,47
0421PN019,21,4,15,9,45,PM,12,41,47,4,1.0,2,73,1,0,H,2,1,3,3,51
0421PN019,21,4,15,9,45,PM,12,41,47,4,1.0,7,2265,0,30,H,2,1,6,3,51
166256,21,1,19,7,42,PM,7,41,39,4,1.0,70,0,0,0,M,1,5,2,2,47
0121PN009,21,1,13,1,59,AM,9,41,57,4,3.0,35,5092,27,45,M,1,4,3,3,5
0121PN019,21,1,19,7,42,PM,7,41,47,3,2.0,0,0,0,0,M,1,5,3,3,47
0221PN006,21,2,10,10,54,AM,1,41,35,2,2.0,8,4071,54,0,T,2,1,7,7,51
0221PN027,21,2,20,10,55,AM,12,41,29,2,2.0,2,6800,63,52,E,2,1,3,3,59
0221PN027,21,2,20,10,55,AM,12,41,29,2,2.0,0,257,6,8,E,2,1,3,3,59
0921PN011,21,9,12,9,27,PM,9,41,71,4,2.0,0,0,0,0,M,1,4,3,3,47
0121PN030,21,1,24,10,0,PM,1,41,38,4,1.0,0,0,0,0,H,2,1,3,3,39
0121PN003,21,1,4,9,19,PM,1,41,39,4,2.0,19,9612,63,36,H,1,6,6,6,1
0121PN005,21,1,6,1,24,AM,9,41,46,4,3.0,32,9267,70,10,M,1,4,2,2,5
0121PN036,21,1,25,8,5,PM,1,41,35,4,2.0,8,1276,4,19,E,2,5,5,3,59
0821PN040,21,8,31,9,58,AM,1,41,53,2,1.0,4,460,0,16,T,2,1,2,3,51
NW0821115,21,8,24,4,15,AM,1,41,56,1,1.0,0,0,0,0,E,2,1,3,3,51
0921PN018,21,9,22,7,4,PM,12,41,79,3,2.0,6,1397,0,34,H,2,2,3,3,59
0321PN004,21,3,7,10,30,PM,12,41,42,4,2.0,4,1139,9,0,H,2,1,7,3,59
0921PN018,21,9,22,7,4,PM,12,41,79,3,2.0,4,1273,0,28,H,2,2,3,3,59
0821PN003,21,8,2,9,50,PM,1,41,81,4,2.0,3,8732,50,59,H,2,1,7,3,51
0421PN017,21,4,15,12,12,AM,1,41,50,4,2.0,19,13171,88,72,H,1,5,1,1,61
0421PN017,21,4,15,12,12,AM,1,41,50,4,2.0,0,402,3,0,H,1,5,3,3,61
0621PN010,21,6,8,8,2,AM,1,41,54,2,3.0,8,4130,34,5,H,2,1,9,3,51
0321PN025,21,3,30,12,36,PM,11,41,22,2,1.0,35,10581,74,25,M,1,4,7,3,35
0321PN004,21,3,7,10,30,PM,12,41,42,4,2.0,0,31,0,1,H,2,1,3,3,59
COR673021R,21,1,24,10,50,PM,1,41,34,4,1.0,8,0,0,0,T,2,1,2,2,39
143419,21,11,8,9,28,PM,1,42,48,4,1.0,1,5421,20,50,H,2,1,1,1,43
143439,21,11,12,7,45,AM,1,42,40,1,1.0,11,12404,154,43,H,1,4,9,9,21
140930,21,3,15,5,16,PM,1,42,45,3,1.0,3,0,10,2,M,2,1,3,3,7
168772,21,5,9,11,0,PM,11,42,60,4,1.0,0,0,0,0,E,1,5,3,3,29
1091309,21,12,29,8,55,AM,1,42,42,2,2.0,9,12500,91,0,T,2,1,2,2,3
141053,21,3,28,10,30,AM,1,42,52,2,3.0,7,252,2,0,T,4,1,4,4,95
141124,21,4,4,11,30,AM,13,42,66,2,1.0,0,0,0,0,H,2,1,3,3,101
141294,21,4,20,9,45,AM,1,42,64,2,1.0,5,0,0,0,S,2,1,11,3,7
169218,21,12,6,8,59,AM,9,42,54,2,1.0,109,0,0,0,M,1,6,1,1,101
POH949321R,21,12,2,2,10,PM,1,42,53,2,1.0,2,317,2,1,T,4,1,6,6,3
SEPA112021,21,11,20,5,15,AM,4,42,35,4,1.0,4,0,0,0,H,2,1,1,1,101
21117,21,11,18,5,29,PM,1,42,44,4,2.0,7,5377,44,0,H,4,1,1,1,3
201287,21,11,12,3,0,PM,12,42,68,2,1.0,2,0,0,2,H,2,1,3,3,101
201287,21,11,12,3,0,PM,12,42,68,2,1.0,0,7688,20,127,H,2,1,8,8,101
141571,21,5,16,4,45,AM,1,42,60,1,1.0,5,0,59,16,H,2,1,5,3,77
141804,21,6,7,12,5,PM,1,42,90,2,1.0,3,476,4,1,T,1,1,2,2,95
142722,21,9,1,3,0,AM,1,42,70,4,3.0,38,18574,130,0,E,1,3,3,3,133
140229,21,1,11,5,40,PM,1,42,31,3,1.0,7,1392,12,1,H,4,1,2,4,69
143310,21,10,28,10,10,PM,1,42,50,4,1.0,38,15202,130,1,E,1,3,3,3,133
143285,21,10,27,9,35,AM,7,42,70,2,1.0,2,0,0,1,M,1,4,5,3,55
NBER030121,21,3,1,10,0,AM,1,42,40,2,3.0,10,1040,8,0,T,1,1,4,4,27
166602,21,2,20,2,15,AM,1,42,18,4,1.0,0,0,0,0,M,3,1,3,3,71
140701,21,2,22,12,45,AM,1,42,30,4,1.0,3,869,14,0,M,2,1,10,10,45
