IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV,
20,10,UP,1020GL016,,,,,20,10,UP,1020GL016,,,20,10,14,3,5,AM,1,0,0,0,0,,COUNCIL BLUFFS,1.25,19,52,4,1,4,E,MCBD,3,21111,1,Y,INDUSTRY 198,2,,2,DTTB,788908,118,N,,,0,,2,0,1,0,0,0,0,0,0,0,146,0,105,0,0,0,0,3,0,0,20883,697,H503,H525,0,0,0,0,H503,2,2,4,21580,,19C155,0,0,0,1,0,1,0,4,5,4,5,1,6,,CL,,,,259,,2020,0,0,0,0,0,0,POTTAWATTAMIE,155,,,,N,OTH,000-000-000,"WHILE BUILDING THE MCBDM-14, WAS TRAVELING AT 7 MPH AND WENT FROM NOTCH 4 STRAIGHT TO 0, SET A MINIM","UN SERVICE THEN WENT STRAIGHT TO INDEPENDENT, CAUSING A RUN-IN AND SUBSEQUENTLY DERAILING DTTX788908",".  TRAIN HAD 21,111 TRAILING TONS AND  A TOTAL OF 251 CARS.",,,,,,,,,,,,,0,41.243976,-95.86585,2,5,,,,TWELFTH ST LD C BLUF,
20,7,UP,0720RM013,,,,,20,7,UP,0720RM013,,811640P,20,7,17,8,52,AM,7,0,0,0,0,,IDAHO FALLS,179.04,16,51,2,1,36,R,LCT6,2,100,1,Y,SINGLE MAIN TRACK,3,4.6,1,UP,1831,1,N,,,0,,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,100369,M308,,0,1,0,1,M308,1,3,36,100369,,16C019,1,0,0,1,0,1,1,,52,,52,1,8,,CL,,,,478,,2020,0,0,0,0,0,1,BONNEVILLE,19,,,,N,OTH,000-000-000,"THE LCT62B-17 LEAD LOCOMOTIVE UP1831, WAS SOUTHBOUND ON THE MAINLINE WITH ONE LOCOMOTIVE AND THREE C",ARS WHEN APPROACHING THE CROSSING AT MP 179.04 THERE WAS A SEMI STOPPED ON THE EAST SIDE OF THE CROS,SING FOR THE AUTOMATIC FLASHING LIGHTS.  THE VEHICLE OCCUPANT IN AN OLDER MODEL CHEVY TAHOE PROCEEDE,D AROUND THE SEMI ON THE NORTH SIDE (SHOULDER SIDE OF ROAD) ONTO THE TRACKS AS THE TRAIN ENTERED THE,"CROSSING, RESULTING IN IMPACT TO THE PASSENGER SIDE FRONT END OF THE VEHICLE.",,,,,,,,,,,0,43.424853,-112.089564,1,2,P,,,MONTANA SUB,
20,1,BNSF,MT0120101,,,,,20,1,BNSF,MT0120101,,,20,1,1,8,30,PM,1,6,2,0,0,,BONNERS FERRY,1358.7,16,30,3,1,24,E,HNTW,4,7544,1,Y,SINGLE MAIN TRACK,4,99.67,1,BNSF,4347,1,,,,0,,3,0,0,0,0,3,0,0,0,0,41,0,71,0,0,5,0,5,0,0,2959423,590900,M404,,0,1,0,1,M404,1,4,24,3550323,,16C021,1,0,0,1,0,1,0,6,,6,,1,8,,CL,,,,244,,2020,0,1,0,0,0,0,BOUNDARY,21,,,,N,CWR,000-000-000,H-NTWPAS9-30A DERAILED 3 LOCOMOTIVES AND 10 RAILCARS WHILE TRAVERSING SINGLE MAIN TRACK DUE TO AN OB,STRUCTION ON THE TRACK. A ROCK SLIDE WAS OBSTRUCTING THE TRACK. APPROXIMATELY 2000 GALLONS OF DIESEL,FUEL WAS RELEASED FROM THE LEAD LOCOMOTIVE.,,,,,,,,,,,,,0,48.705686,-116.140204,1,1,Q,,,KOOTENAI RIVER,
20,7,UP,0720PN026,,,,,20,7,BVRR,200721002,,,20,7,21,9,15,AM,1,0,0,0,0,,NAMPA,458.53,16,64,2,1,10,E,YNA4,3,7575,7,Y,YARD 403,1,,2,CEFX,11619,66,Y,,,0,,2,0,0,0,0,0,0,0,0,0,66,0,0,0,0,3,0,0,0,0,30000,0,T211,,0,0,0,0,T211,2,1,10,90000,,16C027,0,0,0,1,0,2,0,10,15,10,15,1,8,,CL,,,,357,,2020,0,0,0,0,0,0,CANYON,27,,,,N,OTH,000-000-000,YNA49S-20 WAS PULLING A CUT OF 68 LOADED SODA ASH CARS FROM TRACK 403 (BVRR LEASED AND MAINTAINED) A,ND REPORTED THAT THE REAR 3 CARS DERAILED ON THE EAST END OF TRACK 403 AT THE CROSSING.  UPON FURTHE,"R INVESTIGATION, IT WAS DETERMINED AND AGREED UPON THAT IT WAS A TRACK CAUSED DERAILMENT.  NO INJURI","ES, NO RELEASES.  BVRR REPORTED $60,000 IN TRACK DAMAGES.",,,,,,,,,,,,0,43.589406,-116.573962,2,5,,,,BOISE,
20,1,CSX,188049,20,1,CP,1001163209,20,1,WC,1024843,,,20,1,24,6,22,AM,1,6,0,0,0,,SCHILLER PARK,48.0,17,37,1,4,7,R,Q165,4,6692,1,Y,CN NORTH LEAD,1,0.0,2,DTTX,789115,9,Y,,,0,N,2,0,0,0,0,0,0,0,0,0,38,0,1,0,0,6,0,0,0,0,9676,0,H702,,0,0,0,0,H702,2,1,7,70025,,17C031,0,0,0,1,0,1,0,10,59,10,59,2,4,,CL,,,,594,,2020,0,0,0,0,0,0,COOK,31,0,0,,N,OTH,000-000-000,CSX CREW OPERATING CP TRAIN Q16523 WAS YARDING THEIR TRAIN AT SCHILLER PARK. THEY PULLED INTO TRACK,"2, LINED THEIR SWITCHES OUT THE LEAD. CREW PULLED AHEAD AND CUT THE REAR OF THE TRAIN OFF IN TRACK 2",", THEN PULLED AHEAD TO SET THE NEXT BLOCK OFF IN TRACK 8. WHILE PULLING AHEAD THE ENGINEER FAILED TO",STOP SHORT OF A  MISALIGNED SWITCH AND RAN THRU THE SWITCH. THE ENGINEER THEN SHOVED BACK DERAILING,6 CARS ON WISCONSIN CENTRAL TRACK AND DRAGGED ONTO CANADIAN PACIFIC TRACK. CP ESTIMATED EQUIPMENT D,"AMAGE: $7,301.59, CP ESTIMATED TRACK DAMAGE: $4,998.19 , WC ESTIMATED TRACK DAMAGE: $71,014.00",,,,,,,,,,0,41.974048,-87.870145,1,5,,,,WAUKESHA,
20,5,IMRR,IMR420720O,20,5,KCS,20051301,20,5,IMRR,IMR420720O,,,20,5,13,11,30,AM,1,0,0,0,0,,SPRINGFIELD,86.12,17,55,2,2,0,,,2,0,,,A-03,1,,2,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,E64L,,0,0,0,0,E64L,2,1,7,24364,,17C167,0,0,0,,,,,,,,,1,4,,Cl,,,,1029,,2020,0,0,0,0,0,0,SANGAMON,167,,,,,OTH,000-000-000,KCS CREW DELIVERED 0X1 TO SHOPS YARD TRACK A-04.  CREW PROCEEDED NORTH OUT OF TRACK A-04 WITH 2 UNIT,LIGHT CONSIST TO CLEAR A-03 SWITCH ON THE NORTH A-YARD LEAD.  ENGINEER SWITCHED ENDS TO THE SOUTH F,"ACING LOCOMOTIVE AND THEN PROCEEDED SOUTH INTO TRACK A-03.  WHILE TRAVERSING THROUGH THE SWITCH, THE",LEAD WHEEL ON THE TRAILING LOCOMOTIVE (KCS 2969) PICKED THE SWITCH CAUSING THE LEAD AXLE OF THE TRA,ILING LOCOMOTIVE TO DERAIL.  THE CREW TRAVERSED APPROXIMATELY 50 FEET FROM THE POINT OF DERAILMENT B,EFORE COMING TO A COMPLETE STOP.  THE CREW THEN CONTACTED THE DISPATCHER TO NOTIFY THEM OF THE DERAI,"LMENT (RECORDED PHONE CONVERSATION AT 11:50AM CENTRAL TIME).  UPON INVESTIGATION, THE LOCOMOTIVE WHE",EL THAT PICKED THE A-03 SWITCH POINT MEASURED WITHIN 1/16` OF BEING CONDEMNABLE. SWITCH WAS NOT GAPP,"ED UNTIL AFTER THE DERAILMENT. (KCS REPORTS $21,567.15 IN EQUIPMENT DAMAGE, $15,867.15 FOR #4 COMBO","BEING REPLACED, $5,700 FOR LIFTING AND REPLACING THE COMBO DUE TO BAD WHEEL SET AND COMBO THAT HAD D",EBRIS THROUGH ITS FAN GRATE.),,,,,,39.814998,-89.633707,2,5,,,,SPRINGFIELD,
20,1,BNSF,CH0120114,,,,,20,1,BNSF,CH0120114,,,20,1,26,6,23,PM,1,0,0,0,0,,AURORA,40.0,17,30,3,6,6,R,YEOL,3,0,8,Y,3901,1,,2,BNSF,4235,1,,,,0,,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500,0,M101,,0,0,0,0,M101,2,1,6,17500,,17C089,0,0,0,1,0,1,1,3,53,3,53,1,4,,CL,,,,179,,2020,0,0,0,0,0,0,KANE,89,,,,N,OTH,000-000-000,Y-EOL2022-26 DERAILED 2 LOCOMOTIVES WHILE OPERATING LIGHT LOCOMOTIVES PULLING INTO YARD TRACK 3901 D,UE TO ICE AND SNOW BUILDUP OVER THE RAIL. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,,0,41.729974,-88.345098,2,5,K,,,CHICAGO,
20,10,IHB,2637,20,10,UP,1020PR021,20,10,IHB,2637,,,20,10,26,7,20,AM,1,0,0,0,0,,RIVERDALE,,17,36,1,1,0,,,4,0,,,ONE MAIN,2,51.5,1,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88307,H503,,0,0,0,0,H503,1,3,2,437064,,17C031,0,0,0,,,,,,,,,2,4,,Cl,,,,261,,2020,0,0,0,0,0,0,COOK,31,,,,,CWR,000-000-000,WESTBOUND UP TRAIN “MASPR25” ASSUMED THEY WERE GOING STRAIGHT ONE TO ONE AT CP HARVEY.  THEY REALIZE,D THEY WERE GOING CROSSING ONTO TWO MAIN WHEN THE ENGINEER GRABBED TOO MUCH AIR THEN RELEASED THE AI,R THAT STRING LINED THE TRAIN RESULTING IN DERAILING 15 CARS.,,,,,,,,,,,,,,41.642142,-87.650442,1,1,,,,SYSTEM,
20,10,ATK,165591,,,,,20,10,ATK,165591,,,20,10,13,8,30,PM,1,0,0,0,0,,CHICAGO,0.0,17,56,4,1,2,E,LOCO,1,0,8,Y,BACK SHOP LEAD,1,,2,AMT,138,1,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14384,0,H702,,0,0,0,0,H702,2,1,2,14384,,17C031,0,0,0,3,0,0,0,5,45,,,1,4,,No,,,,325,,2020,0,0,0,0,0,0,COOK,31,,,,N,CWR,,"RULE VIOLATION: ENGINE 138 OPERATED SOUTHBOUND ON SOUTH DIESEL HOUSE LEAD, AFTER PASSING OVER THE NO",.2 SWITCH THE MOVE CAME TO A STOP. THE NEXT MOVEMENT WAS  NORTHBOUND ONTO THE BACK-SHOP LEAD. THE CO,NDUCTOR FAILED TO FULLY REVERSE THE NO.2 SWITCH AND ENGINE 138 DERAILED AS IT OPERATED NORTHBOUND OV,ER THE MISALIGNED SWITCH.,,,,,,,,,,,,0,41.863695,-87.636188,1,5,L,,,SOSS,
20,6,CSX,191039,,,,,20,6,CSX,191039,,,20,6,24,8,29,PM,12,0,0,0,0,,INDIANAPOLIS,9.0,18,80,4,1,4,E,,3,0,5,N,011 CLASS,1,0.0,2,TTGX,704358,1,Y,,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9222,0,M407,,0,0,0,0,M407,2,1,4,17980,,18C097,0,0,0,0,0,0,0,,,,,3,4,,CL,,,,600,,2020,0,0,0,0,0,0,MARION,97,0,0,,N,OTH,000-000-000,AT APPROX 2029 A CUT OF 2 CARS (STLX 9374/STLX 9250) WERE RELEASED FROM THE HILL AND CAME OUT OF THE,RETARDER 7 MILES AN HOUR OVER THE REQUESTED SPEED DUE TO GLUTEN MEAL CAKED ON THE WHEELS FROM CUSTO,MER. THE IMMEDIATE 2 CARS FOLLOWING (STLX 9290/STLX 9543) CAME OUT OF THE RETARDER 11 MILES AN HOUR,OVER THE REQUESTED SPEED DUE TO GLUTEN MEAL CAKED ON THE WHEELS FROM CUSTOMER CAUSING SEVERE OVER SP,EEDS INTO 11 CLASS. WHEN THE CARS HIT THE OTHER 7 CARS IN 11 CLASS IT FORCED THEM OUT ONTO THE LEAD,WHERE 1 CAR  TTGX 704358 DERAILED AFTER SIDE SWIPING FPAX 980102 AND CSXT 4232 :CONFIRMED OVER SPEED,,,,,,,,,,0,39.759791,-86.327526,2,5,,,,INDIANAPOLIS TERMINA,
